-20,-20,-20,-20,-20,-20,-20,-20,-11,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-17,-20,-20,-20,-20,-20,-20,-12,-20,-10,-20,-14,-6,-20,-20,-20,-20,-20,-20,-20,-20,-6,-6,-6,-6,-20,-20,-20,-20,-14,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-15,-20,-20,-20,-20,-20,-8,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-14,-13,-17,-8,-8,-8,-8,-8,-8,-8,-8,-8,-10,-8,-8,-8,-20,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-6,-6,-6,-6,-6,-20,-6,-6,-6,-8,-7,-20,-6,-6,-6,-6,-6,-18,-6,-20,-6,-6,-6,-6,-6,-6,-6,-8,-6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,40,60,80,100,120,140,160,171,191,211,231,251,271,291,311,331,351,371,388,408,428,448,468,488,508,520,540,550,570,584,590,610,630,650,670,690,710,730,750,756,762,768,774,794,814,834,854,868,888,908,928,948,968,988,1008,1028,1048,1068,1088,1108,1128,1148,1163,1183,1203,1223,1243,1263,1271,1291,1311,1331,1351,1371,1391,1411,1431,1451,1471,1491,1505,1518,1535,1543,1551,1559,1567,1575,1583,1591,1599,1607,1617,1625,1633,1641,1661,1669,1677,1685,1693,1701,1709,1717,1725,1733,1741,1749,1757,1765,1771,1777,1783,1789,1795,1815,1821,1827,1833,1841,1848,1868,1874,1880,1886,1892,1898,1916,1922,1942,1948,1954,1960,1966,1972,1978,1984,1992,1998,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-17,-20,-19,-20,-20,-20,-20,-20,-19,-20,-20,-14,-20,-6,-9,-20,-20,-20,-6,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-14,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-8,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,317,337,356,376,396,416,436,456,475,495,515,529,549,555,564,584,604,624,630,650,670,690,710,730,750,770,790,810,830,850,870,890,910,930,950,970,990,1010,1030,1050,1070,1090,1110,1130,1150,1170,1190,1210,1224,1244,1264,1284,1304,1324,1344,1364,1384,1404,1424,1444,1464,1472,1492,1512,1532,1552,1572,1592,1612,1632,1652,1672,1692,1712,1732,1752,1772,1792,1812,1832,1852,1872,1892,1912,1932,1952,1972,1992,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20,-20,-20,-20,-20,-20,-20,-20,-20,-16,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-6,-20,-20,-20,-6,-20,-13,-20,-20,-14,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-19,-20,-20,-20,-20,-20,-20,-11,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-6,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,40,60,80,100,120,140,160,180,196,216,236,256,276,296,316,336,356,376,396,416,436,456,476,496,516,536,542,562,582,602,608,628,641,661,681,695,715,735,755,775,795,815,835,855,875,895,915,935,955,975,995,1015,1035,1055,1074,1094,1114,1134,1154,1174,1194,1205,1225,1245,1265,1285,1305,1325,1345,1365,1385,1405,1425,1445,1465,1485,1505,1525,1545,1565,1585,1605,1625,1645,1665,1685,1705,1725,1745,1765,1785,1805,1811,1831,1851,1871,1891,1911,1931,1951,1971,1991,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-18,-20,-20,-20,-20,-20,-20,-20,-11,-20,-20,-20,-20,-20,-20,-20,-20,-7,-6,-20,-20,-18,-20,-9,-20,-20,-20,-19,-20,-6,-8,-9,-6,-6,-6,-20,-8,-6,-20,-10,-6,-8,-6,-6,-16,-7,-14,-6,-6,-6,-20,-10,-6,-6,-6,-20,-6,-6,-6,-6,-17,-6,-6,-6,-6,-6,-11,-6,-20,-6,-6,-6,-6,-6,-6,-6,-8,-6,-8,-6,-6,-6,-13,-6,-6,-6,-20,-6,-7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-14,-6,-6,-20,-6,-6,-6,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-6,-6,-6,-20,-20,-20,-20,-20,-16,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,,,,,,,,,,,,,
20,40,60,80,100,120,140,160,180,200,220,240,258,278,298,318,338,358,378,398,409,429,449,469,489,509,529,549,569,576,582,602,622,640,660,669,689,709,729,748,768,774,782,791,797,803,809,829,837,843,863,873,879,887,893,899,915,922,936,942,948,954,974,984,990,996,1002,1022,1028,1034,1040,1046,1063,1069,1075,1081,1087,1093,1104,1110,1130,1136,1142,1148,1154,1160,1166,1172,1180,1186,1194,1200,1206,1212,1225,1231,1237,1243,1263,1269,1276,1282,1288,1294,1300,1306,1312,1318,1324,1330,1336,1342,1348,1354,1368,1374,1380,1400,1406,1412,1418,1426,1432,1438,1444,1450,1456,1462,1468,1474,1480,1486,1494,1500,1506,1512,1532,1552,1572,1592,1612,1628,1648,1668,1688,1708,1728,1748,1768,1788,1808,1828,1848,1868,1888,1908,1928,1948,1968,1988,2008,,,,,,,,,,,,,
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-16,-20,-20,-20,-20,-20,-20,-20,-15,-20,-20,-20,-14,-14,-20,-20,-19,-20,-20,-20,-15,-20,-8,-20,-20,-20,-20,-20,-20,-12,-20,-8,-10,-10,-8,-8,-8,-8,-8,-8,-18,-8,-9,-9,-14,-9,-10,-8,-10,-8,-14,-8,-9,-8,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-18,-8,-10,-8,-9,-8,-8,-6,-8,-8,-8,-8,-12,-8,-8,-8,-10,-9,-8,-9,-8,-8,-8,-8,-8,-8,-10,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,40,60,80,100,120,140,160,180,200,220,236,256,276,296,316,336,356,376,391,411,431,451,465,479,499,519,538,558,578,598,613,633,641,661,681,701,721,741,761,773,793,801,811,821,829,837,845,853,861,869,887,895,904,913,927,936,946,954,964,972,986,994,1003,1011,1031,1051,1071,1091,1111,1131,1151,1171,1191,1211,1231,1251,1271,1291,1311,1331,1351,1371,1391,1411,1431,1451,1471,1491,1511,1531,1551,1571,1591,1611,1631,1651,1671,1691,1711,1731,1751,1769,1777,1787,1795,1804,1812,1820,1826,1834,1842,1850,1858,1870,1878,1886,1894,1904,1913,1921,1930,1938,1946,1954,1962,1970,1978,1988,1996,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20,-20,-20,-15,-20,-20,-20,-20,-20,-20,-19,-20,-20,-20,-20,-20,-20,-20,-20,-20,-16,-20,-20,-13,-20,-10,-20,-20,-6,-20,-20,-20,-20,-6,-20,-20,-20,-20,-20,-20,-12,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-12,-18,-8,-8,-6,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-10,-10,-8,-8,-8,-8,-8,-8,-8,-8,-16,-20,-20,-20,-20,-20,-14,-13,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-18,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,40,60,75,95,115,135,155,175,195,214,234,254,274,294,314,334,354,374,394,410,430,450,463,483,493,513,533,539,559,579,599,619,625,645,665,685,705,725,745,757,777,797,817,837,857,877,897,917,937,957,977,997,1017,1029,1047,1055,1063,1069,1077,1085,1093,1101,1109,1117,1125,1133,1141,1149,1157,1165,1173,1183,1193,1201,1209,1217,1225,1233,1241,1249,1257,1273,1293,1313,1333,1353,1373,1387,1400,1420,1440,1460,1480,1500,1520,1540,1560,1580,1600,1620,1640,1660,1680,1700,1720,1740,1760,1778,1798,1818,1838,1858,1878,1898,1918,1938,1958,1978,1998,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
